action: resupply[$c1],action: resupply[$c2],action: resupply[$c3],action: resupply[$c4],states: quant[$c1],states: quant[$c2],states: quant[$c3],states: quant[$c4]
0,424,76,0,143,133,215,9
474,0,17,0,138,146,234,3
0,182,0,0,133,138,232,0
186,189,47,43,128,142,230,0
0,125,111,260,138,134,228,0
0,48,0,394,133,141,241,15
0,84,78,147,128,133,239,9
31,0,36,425,123,137,249,15
173,149,114,0,118,129,247,9
235,0,229,0,131,121,245,3
76,90,218,0,144,113,243,0
72,33,36,29,154,105,241,0
0,5,235,225,164,97,239,0
0,57,0,275,159,94,252,15
18,0,459,0,154,87,250,10
105,48,18,221,167,79,250,4
0,0,371,8,181,71,248,0
115,0,262,0,176,63,261,8
0,378,0,0,184,55,259,2
108,268,0,123,179,64,257,0
135,0,0,302,189,56,255,0
0,43,399,0,199,48,253,0
0,174,283,0,194,55,266,0
0,0,0,283,189,47,264,0
0,0,0,369,184,39,262,15
42,0,350,0,179,31,260,30
52,133,156,0,195,23,258,24
0,0,0,134,211,15,256,18
0,287,26,0,206,7,254,33
0,266,0,0,201,20,272,27
230,0,20,123,196,13,270,21
0,171,0,293,212,5,268,15
39,313,0,0,207,18,266,27
0,0,297,59,205,10,264,21
98,117,0,278,200,2,283,36
37,0,333,77,0,0,0,0
23,0,0,318,37,0,333,77
59,205,0,215,55,0,331,114
0,0,393,0,63,0,329,108
96,0,0,174,58,0,340,102
257,0,0,0,66,0,338,96
0,0,304,39,74,0,336,90
276,0,0,192,69,0,347,97
212,0,0,139,64,0,345,91
237,0,115,0,72,0,343,85
0,226,0,110,80,0,341,79
0,456,0,37,75,13,339,86
232,80,128,38,70,13,337,88
0,259,231,0,78,5,335,82
416,0,0,0,73,18,351,76
343,0,0,0,71,10,349,70
0,0,364,14,87,2,347,64
0,0,318,58,82,0,360,72
376,77,0,0,77,0,358,66
0,0,0,475,84,0,356,60
54,0,100,283,79,0,354,67
0,315,0,171,87,0,352,61
44,0,131,0,82,13,350,68
0,0,0,401,85,5,348,62
0,166,8,0,80,0,346,74
0,469,0,0,75,13,352,68
0,0,72,422,70,18,350,62
0,284,96,0,65,10,369,77
0,482,0,0,60,2,367,71
0,0,324,49,55,15,365,65
75,423,0,0,50,7,384,80
0,298,0,101,45,0,382,74
0,0,0,444,40,12,380,80
142,0,0,295,35,4,378,83
0,73,353,0,47,0,376,77
175,283,0,0,42,13,387,71
320,0,125,0,45,5,385,65
110,0,347,17,58,0,383,59
49,247,0,0,66,0,381,53
196,0,62,231,74,0,379,47
318,0,107,0,82,0,377,41
0,189,55,168,90,0,375,35
0,228,230,0,85,13,386,42
170,42,0,228,80,5,384,36
88,0,197,0,88,0,382,30
0,69,231,0,96,0,380,24
0,0,0,442,91,13,391,18
0,240,254,0,86,5,389,20
0,0,0,455,81,18,405,14
0,0,79,360,76,10,403,11
0,13,451,0,71,2,422,26
123,0,0,268,66,0,420,20
196,41,0,13,68,0,418,14
63,0,0,388,76,0,416,8
0,28,0,219,84,0,414,2
0,0,0,111,79,9,412,9
80,313,24,47,74,1,410,15
0,0,450,0,83,0,408,9
3,420,0,0,78,0,419,3
249,0,133,0,76,7,417,0
11,0,119,288,85,0,415,0
225,197,0,25,87,0,413,0
181,168,103,0,89,0,411,0
0,148,184,0,91,0,409,0
0,0,245,170,86,7,414,0
103,0,128,0,81,0,419,7
52,0,265,155,82,0,417,1
8,0,50,244,85,0,415,0
0,356,0,135,87,0,413,0
0,0,314,0,82,7,411,7
186,30,167,25,77,0,422,1
109,299,0,0,80,0,420,0
0,131,96,127,82,0,418,0
73,156,0,212,77,7,423,7
0,0,0,490,78,0,421,1
0,0,324,0,73,0,419,8
117,0,173,36,68,0,430,2
0,0,389,0,72,0,428,0
0,20,368,0,67,0,433,0
182,0,219,0,62,7,438,0
0,468,0,28,64,0,436,0
0,246,0,182,59,7,434,7
38,91,203,61,54,13,432,14
0,0,439,0,57,5,430,8
310,0,163,0,52,0,446,2
0,370,0,0,56,0,444,0
0,0,21,200,51,7,442,0
80,0,0,282,46,0,454,14
0,452,0,0,41,0,452,8
156,0,0,230,36,12,450,2
50,223,0,0,48,4,448,0
15,0,26,358,54,0,446,0
124,167,0,69,56,0,444,0
103,129,172,0,58,0,442,0
0,484,0,0,60,0,440,0
0,0,111,268,55,7,438,0
0,138,94,160,50,0,450,14
107,18,299,0,45,0,448,8
76,58,0,0,52,0,446,2
210,6,15,0,56,0,444,0
0,398,0,0,0,0,0,0
232,137,0,0,0,398,0,0
0,166,145,0,110,390,0,0
56,31,179,0,105,395,13,0
0,333,84,0,102,387,11,0
175,240,0,4,97,394,24,0
0,159,0,278,92,386,22,0
357,0,0,123,87,393,20,15
8,0,443,11,88,385,18,9
0,338,0,8,91,377,29,14
46,350,0,0,86,379,27,16
0,13,438,0,94,371,25,10
225,156,0,0,89,376,44,4
0,0,439,0,90,368,42,0
44,141,0,240,85,360,55,0
0,430,0,50,95,352,53,0
187,0,0,240,90,359,51,15
239,199,53,0,91,351,49,9
66,0,0,186,107,343,47,3
0,0,0,360,120,335,45,0
0,90,0,369,115,327,43,15
42,0,356,64,110,340,41,30
225,0,239,0,105,332,39,24
0,242,0,123,121,324,37,18
0,0,218,0,116,337,35,33
0,0,385,37,111,329,33,27
0,358,73,64,106,321,52,42
59,25,0,262,101,313,50,36
300,0,0,0,117,305,48,30
0,445,0,0,133,297,46,24
98,0,388,14,128,310,44,18
0,183,0,267,144,302,42,12
188,63,0,125,139,315,40,27
0,438,0,0,134,307,38,21
451,0,0,0,129,320,36,15
0,276,188,0,145,312,34,9
0,168,0,203,140,325,53,3
0,256,0,241,135,317,51,0
0,0,183,229,130,321,49,12
0,161,66,165,125,313,56,15
490,0,8,0,120,317,66,21
87,0,216,49,115,309,64,15
31,96,0,255,128,301,62,9
83,143,0,74,144,293,60,3
271,22,0,121,157,285,58,0
67,0,0,230,167,277,56,0
58,291,0,104,177,269,54,0
291,0,110,0,187,261,52,0
396,0,0,40,197,253,50,0
0,306,1,59,207,245,48,0
0,0,0,405,202,252,47,15
135,0,207,0,197,244,45,14
0,0,0,422,213,236,43,8
0,0,276,0,208,228,41,23
459,3,0,0,203,220,60,17
0,275,0,50,219,212,58,11
0,0,0,481,214,225,56,26
0,0,0,400,209,217,54,20
0,127,223,0,204,209,52,35
0,0,0,382,199,222,71,29
0,20,193,25,194,214,69,23
270,87,0,0,189,226,88,38
22,298,0,172,184,218,86,32
34,122,0,338,180,210,84,26
4,276,69,0,196,202,82,20
0,32,127,322,195,211,97,14
81,0,368,0,190,207,99,12
0,0,0,186,198,199,97,6
391,0,0,0,193,191,95,21
0,177,88,0,209,183,93,15
29,0,0,196,204,196,112,9
0,0,408,87,199,188,110,3
0,182,0,130,194,180,126,18
152,0,0,316,189,175,124,15
0,453,0,0,202,167,122,9
0,0,377,0,197,180,120,3
0,91,38,49,192,172,136,0
0,46,332,0,187,179,149,15
195,0,248,0,182,171,147,9
235,0,0,258,189,163,145,3
0,128,314,0,202,155,143,0
112,0,74,152,197,162,156,0
18,0,0,406,192,154,154,0
50,34,301,0,202,146,152,0
0,144,42,73,212,138,150,0
0,0,70,354,207,145,163,15
0,0,422,0,202,137,161,9
317,140,0,0,197,129,171,3
0,182,0,202,210,121,169,0
272,0,228,0,205,128,167,15
0,382,0,0,206,120,165,9
0,0,418,0,201,133,163,3
0,120,0,0,196,125,179,0
86,126,0,228,191,132,177,0
0,282,17,0,201,124,175,0
274,46,0,0,196,131,188,0
0,0,0,360,191,123,186,0
0,0,352,0,186,115,184,15
0,383,0,41,181,107,203,9
0,78,0,389,176,120,201,24
258,18,0,115,0,0,0,0
223,197,67,0,258,18,0,115
0,0,126,274,381,10,0,109
18,0,331,0,376,2,19,122
51,124,276,14,371,0,17,116
0,49,432,0,375,0,15,110
0,87,0,312,370,13,26,104
0,132,0,358,365,13,24,106
343,0,0,0,360,18,22,113
295,25,154,0,363,10,20,107
61,283,0,0,379,2,18,101
261,0,47,0,389,0,16,95
205,73,0,166,397,0,14,89
0,246,0,0,405,0,12,83
0,78,381,0,400,13,10,77
148,0,281,0,395,26,29,71
262,0,57,114,390,18,27,65
0,0,0,296,406,10,25,59
0,90,162,0,401,2,23,74
387,0,0,46,396,15,36,68
0,157,311,0,397,7,34,62
0,0,0,492,392,20,52,56
486,0,0,0,387,12,50,51
0,0,91,295,403,4,48,45
0,298,122,0,398,0,63,56
0,76,138,181,393,0,61,50
0,125,0,266,388,9,68,53
0,45,137,199,383,4,66,50
0,0,263,186,378,14,78,58
83,262,0,0,373,6,76,52
0,275,205,0,380,0,74,46
0,0,87,364,375,13,85,40
0,0,284,0,370,5,91,42
0,232,126,15,365,0,99,36
76,0,116,223,360,13,110,43
0,165,50,153,355,5,108,37
0,161,326,0,350,13,119,44
0,0,12,248,345,5,117,38
0,463,0,26,340,0,127,45
0,10,294,0,335,1,125,40
0,194,53,238,330,10,136,34
0,272,0,139,325,13,145,39
0,359,0,0,320,5,143,33
0,404,94,0,315,17,141,27
0,256,103,0,310,30,160,21
0,0,499,0,305,22,158,15
100,33,223,109,300,14,177,9
431,0,4,62,316,6,175,3
184,0,39,0,327,0,173,0
24,0,449,0,329,0,171,0
48,259,0,0,331,0,169,0
0,42,166,63,333,0,167,0
0,479,0,0,328,7,172,7
252,32,184,13,323,6,170,1
62,324,0,0,332,0,168,0
42,102,1,203,334,0,166,0
204,0,114,89,336,0,164,0
326,0,0,0,338,0,162,0
0,0,0,408,340,0,160,0
0,38,106,21,335,0,158,7
482,12,0,0,330,13,169,14
12,0,196,239,325,5,167,8
135,0,209,0,332,0,166,3
0,111,0,353,336,0,164,0
446,0,0,42,331,7,162,7
0,259,215,0,339,0,160,1
0,0,399,24,334,8,166,0
0,0,490,0,329,0,171,7
0,171,226,91,324,0,175,1
30,75,132,246,319,8,181,8
195,127,0,139,319,0,179,2
55,0,73,264,323,0,177,0
0,220,141,3,325,0,175,0
0,234,144,0,320,7,180,3
178,132,0,176,315,7,185,0
0,268,0,157,317,0,183,0
151,178,159,0,312,7,181,7
50,136,271,0,320,0,179,1
0,0,331,167,323,0,177,0
0,0,0,457,318,0,182,7
99,0,209,0,313,0,180,7
156,0,318,0,321,0,178,1
373,0,0,75,324,0,176,0
49,0,361,0,326,0,174,0
271,117,80,0,328,0,172,0
79,62,59,168,330,0,170,0
0,0,35,422,332,0,168,0
75,221,172,0,327,0,173,7
0,0,275,0,328,0,171,1
101,254,0,93,323,0,177,0
72,0,76,293,325,0,175,0
0,70,332,0,327,0,173,0
0,0,0,477,322,7,178,0
47,73,291,0,317,0,176,7
0,395,17,0,325,0,174,1
23,110,191,0,320,8,180,0
0,147,236,0,322,0,178,0
219,82,4,0,317,7,183,0
0,71,290,0,319,0,181,0
457,0,0,0,314,7,186,0
243,127,0,0,0,0,0,0
202,50,91,0,243,127,0,0
11,401,0,0,381,119,0,0
0,83,366,0,387,113,0,0
265,5,76,0,382,118,13,0
0,487,0,0,379,110,11,0
0,353,0,0,374,117,9,0
0,36,0,391,369,124,7,0
210,139,0,0,364,131,5,15
0,322,0,88,365,123,3,9
0,0,0,363,360,136,1,24
0,321,81,0,355,128,0,18
434,18,0,0,350,138,18,12
141,0,120,199,348,130,16,6
142,157,87,0,364,122,14,0
0,253,0,43,374,114,12,0
134,253,0,0,369,121,10,15
7,24,194,134,370,113,8,9
278,0,0,201,372,119,20,17
456,0,0,0,367,111,18,11
361,0,0,38,376,103,16,5
0,0,0,499,391,95,14,0
0,0,483,0,386,87,12,15
0,163,189,0,381,79,31,9
51,375,6,45,376,92,50,3
340,0,0,95,371,84,48,0
51,0,96,179,378,76,46,0
10,196,0,294,388,68,44,0
0,384,0,0,393,65,42,5
0,0,167,228,388,72,40,0
0,28,321,66,383,64,53,15
0,269,87,0,378,62,57,15
333,25,30,0,373,63,64,9
381,53,0,65,380,55,62,3
0,409,0,0,393,47,60,0
0,253,165,0,388,54,58,0
309,93,0,0,383,61,71,0
0,0,0,416,378,53,69,0
20,0,427,0,373,45,67,15
454,0,0,28,388,37,66,9
0,279,76,141,404,29,64,3
392,46,0,0,399,39,80,18
0,0,212,233,394,31,78,12
0,294,206,0,389,23,82,12
0,0,0,480,384,30,95,6
0,476,0,0,379,22,93,6
297,0,16,29,374,35,91,0
0,0,327,75,384,27,89,0
493,6,0,0,379,19,102,15
387,48,0,0,380,11,100,9
0,0,67,341,396,3,98,3
0,75,0,79,391,0,109,13
0,0,425,0,386,0,107,7
35,169,62,58,381,0,118,1
0,412,0,0,384,0,116,0
313,0,79,0,379,7,114,0
0,151,340,0,388,0,112,0
0,115,374,0,383,7,117,0
223,0,0,88,378,7,122,0
0,3,62,381,380,0,120,0
65,25,269,101,375,3,125,7
449,0,0,0,376,0,123,1
203,0,245,0,379,0,121,0
421,0,0,0,381,0,119,0
0,0,39,269,383,0,117,0
23,0,0,439,378,0,122,7
80,236,0,184,379,0,120,1
99,0,0,232,382,0,118,0
0,0,0,454,384,0,116,0
164,0,93,147,379,0,114,7
111,0,288,0,387,0,112,1
60,194,56,51,390,0,110,0
354,0,0,101,392,0,108,0
0,340,0,0,394,0,106,0
0,111,106,240,389,7,104,0
0,95,0,404,384,14,116,14
4,129,76,86,379,6,114,8
0,0,0,302,378,8,120,10
0,297,0,189,373,0,118,9
121,313,0,50,368,13,116,16
278,187,0,0,371,5,114,10
35,381,0,0,384,0,112,4
157,0,76,96,390,0,110,0
0,249,222,0,392,0,108,0
396,0,75,0,387,7,113,0
254,141,36,0,389,0,111,0
440,0,0,0,391,0,109,0
412,0,0,0,393,0,107,0
285,0,0,93,395,0,105,0
311,43,50,0,397,0,103,0
367,0,0,62,399,0,101,0
0,0,172,233,401,0,99,0
487,0,0,0,396,0,104,7
422,0,0,0,397,0,102,1
252,0,154,0,400,0,100,0
0,214,0,195,402,0,98,0
0,190,211,0,397,7,96,7
0,0,305,184,392,13,107,1
0,0,317,0,387,5,108,3
0,0,0,498,382,0,118,0
56,344,25,20,0,0,0,0
123,298,0,0,56,344,25,20
0,94,164,235,127,336,23,14
0,419,0,36,122,349,42,29
139,158,147,0,117,341,40,23
0,450,0,0,112,333,38,17
92,302,0,49,107,346,36,11
0,151,260,84,123,338,34,5
181,0,0,310,118,350,52,20
0,0,270,121,113,342,50,14
403,0,0,58,108,334,50,10
70,0,135,136,122,326,48,4
0,0,0,393,136,318,46,0
484,0,0,0,131,310,44,15
0,0,66,223,147,302,42,9
0,444,0,0,142,294,61,24
0,24,391,63,137,286,59,18
5,0,0,296,132,299,78,33
0,119,289,6,127,291,76,27
339,85,0,0,122,283,74,21
0,0,344,0,138,275,72,15
0,365,0,86,133,267,91,9
0,0,45,397,128,280,89,24
247,129,0,5,123,272,87,18
120,9,0,140,139,264,85,12
193,224,0,0,155,256,83,6
456,0,0,0,171,248,81,0
5,68,138,46,181,240,79,0
0,0,0,337,181,242,87,10
83,400,0,0,176,234,85,5
0,436,0,0,191,226,83,0
0,18,481,0,186,233,81,0
0,244,115,87,181,240,94,0
46,0,0,378,176,232,92,0
0,0,267,160,186,224,90,0
0,27,0,266,181,216,103,15
13,205,0,155,176,214,101,15
0,20,0,265,184,208,99,11
0,0,370,0,179,219,97,24
0,0,445,0,174,211,97,18
0,267,0,207,169,203,116,12
44,275,33,147,164,216,114,27
0,0,0,495,159,208,112,21
191,0,0,261,154,200,110,36
157,0,157,108,170,192,108,30
0,0,0,357,186,184,106,24
0,201,36,215,181,176,104,39
0,0,0,271,176,189,123,54
0,0,61,430,171,181,121,48
299,0,18,145,166,173,119,42
0,267,146,57,182,165,117,36
468,0,0,0,177,178,136,51
0,58,269,0,172,170,134,45
0,244,153,0,167,162,132,39
154,0,276,11,162,175,151,33
192,0,0,269,157,167,149,27
0,169,277,0,173,159,147,21
0,486,0,0,168,172,166,15
0,0,0,429,163,164,164,9
309,0,0,0,158,156,162,24
0,106,281,95,174,148,160,18
0,52,93,89,169,161,179,33
477,0,0,0,164,153,177,27
428,0,57,10,159,145,175,21
193,0,148,133,175,137,173,15
300,84,33,59,191,129,171,9
0,0,488,0,207,121,169,3
486,0,0,0,202,113,185,0
386,0,94,0,212,105,183,0
0,0,482,0,222,97,181,0
346,0,47,0,217,89,194,0
163,198,0,91,227,81,192,0
0,0,0,452,237,73,190,0
0,0,0,440,232,65,188,15
0,346,138,0,227,57,186,30
0,0,0,325,222,70,205,24
0,248,47,98,217,62,203,18
0,249,0,121,212,75,222,33
0,440,0,44,207,67,220,27
0,421,27,0,202,59,218,21
0,175,46,91,197,72,237,15
0,0,458,0,192,64,235,9
0,0,0,387,187,56,254,3
0,287,74,12,182,48,252,18
0,207,171,0,177,61,271,24
0,0,441,2,172,53,269,18
186,217,3,0,167,45,276,14
326,0,0,0,181,37,274,8
81,0,377,0,197,29,272,2
0,0,155,281,209,21,270,0
54,39,0,139,204,13,283,15
85,14,120,230,205,5,281,9
289,11,14,0,218,0,279,3
0,0,485,0,223,0,277,0
255,22,87,0,218,0,282,0
382,12,0,46,220,0,280,0
2,0,0,463,222,0,278,0
269,0,176,0,219,0,276,5
0,0,458,0,226,0,274,0
409,0,0,0,221,0,279,0
36,322,34,0,0,0,0,0
207,30,19,0,36,322,34,0
0,391,0,86,154,314,32,0
0,407,0,83,149,321,30,15
0,377,49,0,144,319,28,15
83,0,346,0,139,326,41,9
143,0,257,0,140,318,39,3
121,296,58,11,153,310,37,0
0,0,456,0,163,302,35,0
0,0,59,404,158,294,48,0
474,0,0,0,153,286,61,15
0,181,89,0,154,278,59,9
0,0,11,362,149,291,78,3
0,209,10,85,144,283,76,0
0,0,286,57,139,287,84,12
36,181,0,278,134,279,82,6
102,348,0,0,149,271,80,0
0,147,237,99,159,263,78,0
0,0,0,486,154,270,91,15
0,447,0,0,149,262,89,9
45,183,0,176,144,266,87,3
312,0,141,0,157,258,85,0
118,150,0,113,167,250,83,0
377,0,0,89,177,242,81,0
62,66,99,212,187,234,79,0
0,466,0,0,197,226,77,0
0,150,0,270,192,233,75,0
5,0,99,92,187,240,73,15
0,44,0,416,187,232,72,10
395,0,0,3,182,244,70,24
0,460,0,0,178,236,68,18
0,0,312,0,173,249,66,12
144,0,269,0,168,241,85,6
0,0,348,0,184,233,83,0
0,136,90,0,179,225,96,0
0,0,35,418,174,232,109,0
0,0,0,487,169,224,107,0
0,126,228,0,164,216,105,15
226,91,7,0,159,229,124,9
348,0,0,0,154,221,122,3
100,134,84,166,167,213,120,0
27,150,0,145,177,205,118,0
0,186,243,5,187,197,116,0
110,0,0,387,182,204,129,5
15,0,0,462,177,196,127,0
0,114,367,0,187,188,125,0
0,228,0,187,182,195,138,0
0,0,446,0,177,187,136,0
147,74,159,0,172,179,149,0
0,0,243,106,182,171,147,0
0,370,0,19,177,163,160,15
350,0,0,0,172,161,158,15
0,0,496,0,182,153,156,9
0,0,343,104,177,145,175,3
0,0,0,388,172,137,191,18
0,0,167,0,167,129,189,15
0,112,339,0,162,121,208,9
0,453,0,0,157,134,227,3
0,374,0,0,152,126,225,0
50,119,200,9,147,130,223,0
37,0,0,409,157,122,221,0
0,0,390,73,167,114,219,0
8,283,0,96,162,106,232,15
413,0,0,0,163,98,230,9
28,0,0,336,179,90,228,3
106,0,79,156,192,82,226,0
0,0,495,0,202,74,224,0
0,0,331,26,197,66,237,0
48,0,0,161,192,58,250,15
0,336,100,0,193,50,248,9
470,0,0,0,188,63,267,3
392,0,0,0,183,55,265,0
0,265,0,228,190,47,263,0
185,62,0,0,185,54,261,15
103,223,0,150,186,46,259,9
171,0,100,110,202,38,257,3
0,465,0,24,215,30,255,0
18,25,0,158,210,37,253,15
0,0,396,0,211,29,251,9
70,0,66,113,206,21,270,3
0,0,405,0,219,13,268,0
0,403,0,93,214,5,281,0
0,0,299,0,209,12,279,12
105,75,0,222,204,4,286,6
175,127,0,192,216,0,284,0
2,36,318,0,218,0,282,0
116,98,0,173,215,5,285,0
494,0,0,0,217,0,283,0
375,0,0,104,219,0,281,0
0,145,202,0,221,0,279,0
69,242,0,0,216,7,284,0
0,0,249,55,218,0,282,0
151,332,12,0,213,0,287,7
0,0,302,0,214,0,285,1
109,0,0,247,209,0,291,0
189,0,0,221,211,0,289,0
16,0,0,362,213,0,287,0
0,0,0,484,215,0,285,0
17,199,0,0,210,0,283,7
0,231,219,0,218,0,281,1
106,93,0,214,0,0,0,0
394,0,102,0,106,93,0,214
0,318,0,0,207,85,0,208
218,161,0,63,202,96,0,202
0,17,0,434,216,88,0,196
0,0,60,437,211,97,0,209
0,322,0,149,206,89,2,205
0,0,0,497,201,100,0,218
48,134,0,300,196,92,0,212
2,0,77,96,210,84,0,206
55,0,0,387,207,76,17,217
0,0,317,150,206,68,15,211
143,0,0,272,201,60,34,226
239,147,0,0,196,52,32,220
84,0,0,370,212,44,30,214
0,0,42,226,228,36,28,208
0,0,482,0,223,28,47,223
110,316,0,0,218,20,45,217
0,413,0,0,234,12,43,211
0,415,0,40,229,25,41,205
29,388,0,0,224,38,39,220
0,272,0,83,219,30,37,214
47,0,432,0,214,43,35,229
69,0,285,0,209,35,33,223
392,0,14,0,225,27,31,217
475,0,0,0,241,19,29,211
479,0,7,0,257,11,27,205
0,0,442,0,273,3,25,199
8,0,63,412,268,0,39,193
0,143,9,286,271,0,42,192
0,157,15,192,266,8,48,194
0,252,45,0,261,5,51,193
122,0,0,373,256,8,57,187
0,40,293,0,264,0,55,181
203,120,0,54,259,13,66,175
49,237,0,81,262,5,64,169
440,0,0,0,275,0,62,163
344,0,119,0,283,0,60,157
0,0,0,393,291,0,58,151
0,0,0,278,286,0,56,158
144,0,331,0,281,0,54,165
0,0,0,451,289,0,52,159
116,0,0,249,284,0,50,166
0,42,0,388,292,0,48,160
15,0,297,52,287,13,46,167
17,178,95,126,290,5,44,161
0,0,0,270,302,1,43,156
147,338,0,0,297,0,41,162
0,0,0,379,305,0,39,156
27,289,28,0,300,0,37,163
0,212,0,264,308,0,35,157
0,128,0,302,303,13,33,164
0,458,0,0,298,13,31,166
413,0,0,0,293,18,29,160
279,27,117,26,309,10,27,154
188,0,0,180,325,2,25,148
0,0,9,284,335,0,23,142
0,0,53,315,330,0,30,149
0,404,26,0,325,0,32,147
0,0,0,428,320,9,39,141
0,0,164,298,315,1,37,147
297,0,142,26,310,0,49,155
25,0,407,0,305,0,47,149
0,142,154,35,312,0,45,143
0,412,0,0,307,13,56,150
91,23,167,133,302,5,54,144
0,0,379,0,310,0,52,138
0,436,0,0,305,0,63,132
0,182,68,0,300,13,61,126
0,0,194,221,295,26,80,120
0,75,48,260,290,18,78,114
496,0,0,0,285,31,97,129
0,422,0,0,280,23,95,123
199,41,14,0,275,15,93,117
252,122,115,0,291,7,91,111
306,81,0,93,306,0,89,105
0,351,0,0,314,0,87,99
162,204,0,0,309,13,85,93
159,108,0,213,325,5,83,87
46,0,0,440,338,0,81,81
0,0,185,313,346,0,79,75
125,5,226,0,341,0,90,82
297,0,0,184,336,0,88,76
0,124,31,221,344,0,86,70
0,343,0,0,339,13,97,77
262,0,219,0,334,5,95,71
485,0,0,0,342,0,93,65
45,262,0,0,350,0,91,59
0,327,0,68,358,0,89,53
0,9,469,0,353,13,87,60
209,0,27,188,348,13,93,54
0,309,0,21,356,5,91,48
0,0,0,215,351,18,89,60
88,0,0,273,346,10,87,57
0,0,439,0,362,2,85,51
0,28,0,426,357,0,98,45
306,177,0,0,352,13,96,52
400,50,0,0,355,5,94,46
476,0,0,0,368,0,92,40
93,0,30,336,376,0,90,34
93,349,0,0,0,0,0,0
0,0,0,499,93,349,0,0
0,0,220,267,88,341,0,71
447,0,6,0,83,333,19,84
394,0,36,46,80,325,17,78
0,0,289,0,96,317,15,72
0,0,380,0,91,309,34,66
321,0,0,0,86,301,53,60
11,57,0,306,102,293,51,54
247,3,164,0,108,295,49,58
50,0,450,0,114,287,47,52
0,406,1,80,130,279,45,46
0,66,0,366,125,292,44,61
0,240,129,103,120,284,42,55
0,430,0,3,115,296,60,69
243,164,0,0,110,288,58,63
213,200,42,0,107,280,56,57
0,20,0,258,123,272,54,51
299,174,0,0,118,284,52,66
0,73,286,97,114,276,50,60
187,0,166,0,109,289,69,75
0,132,270,76,104,281,67,69
0,0,419,0,99,273,65,63
39,0,248,0,94,265,84,57
247,54,160,13,110,257,82,51
253,0,0,227,126,249,80,45
0,0,410,0,142,241,78,39
0,0,0,375,137,233,97,33
323,0,0,2,132,225,95,48
496,0,0,0,148,217,93,42
136,0,361,0,164,209,91,36
330,0,156,0,180,201,89,30
0,0,93,238,196,193,87,24
301,0,0,88,191,185,106,39
0,0,0,256,186,177,104,33
154,76,21,149,181,169,102,48
0,49,388,44,197,161,100,42
0,0,0,445,192,174,119,57
175,149,107,32,187,166,117,51
0,242,0,190,182,158,115,45
0,0,0,455,177,171,113,60
0,376,0,0,172,163,111,54
0,416,41,0,167,176,109,48
37,0,0,440,162,189,128,42
138,0,347,0,157,181,126,36
0,0,476,0,173,173,124,30
0,183,179,27,168,165,143,24
0,0,0,454,163,178,162,39
0,0,0,411,158,170,160,33
0,223,33,53,153,162,158,27
224,276,0,0,148,175,177,42
437,0,0,0,143,167,175,36
0,201,0,293,138,159,173,30
94,0,0,225,133,172,171,45
0,279,86,0,128,164,169,39
0,0,0,366,123,177,188,33
65,0,284,0,118,169,186,27
0,163,0,327,134,161,184,21
0,436,6,0,129,174,182,36
0,0,348,75,124,166,180,30
293,0,102,54,119,158,199,45
0,198,85,19,114,150,197,39
0,0,319,0,109,163,216,52
0,0,12,468,104,155,214,46
0,252,149,58,99,147,214,42
0,0,377,0,94,158,231,55
0,0,0,433,89,150,229,49
0,0,160,121,84,142,227,47
214,0,86,14,79,134,246,62
126,0,120,0,74,126,244,56
0,19,222,51,90,118,242,50
0,255,0,178,85,129,261,65
0,0,158,318,80,121,259,59
0,31,300,133,75,113,259,55
103,24,280,26,70,124,276,68
0,483,0,0,65,116,274,62
3,0,155,316,60,112,272,56
331,93,0,36,58,104,288,68
0,87,131,0,56,96,286,62
0,0,320,112,51,109,305,56
347,27,105,0,46,101,303,50
224,86,27,0,62,93,301,44
61,0,153,49,78,85,299,38
298,0,0,0,94,77,297,32
0,341,0,123,110,69,295,26
165,47,82,26,105,82,293,41
0,150,122,77,100,74,291,35
274,7,179,0,95,87,310,50
364,46,0,59,90,79,308,44
0,269,94,120,85,71,306,38
0,165,325,0,80,84,325,53
70,0,249,0,75,76,323,47
192,103,0,92,70,68,321,41
308,125,0,0,86,60,319,35
0,0,479,10,102,52,317,29
87,0,343,0,97,44,336,33
117,241,52,0,103,36,334,27
0,288,0,200,119,28,332,21
133,0,76,240,114,41,330,36
0,0,0,390,109,33,328,30
324,0,12,111,0,0,0,0
60,0,434,0,324,0,12,111
253,0,47,142,379,0,16,105
206,269,0,0,387,0,14,99
0,404,0,28,395,0,12,93
0,0,47,256,390,13,10,100
0,41,365,0,385,5,16,102
478,0,0,0,380,10,24,96
0,317,110,0,386,2,22,90
0,55,0,342,381,15,35,84
293,200,0,0,376,13,33,84
219,0,185,6,386,5,31,78
0,0,473,0,399,0,29,72
0,0,0,402,394,0,40,66
0,0,0,497,389,0,38,73
0,191,0,161,384,0,36,80
0,0,0,456,379,13,34,87
0,81,0,335,374,5,32,89
0,208,100,8,369,18,30,101
134,114,0,0,364,13,31,98
0,0,0,480,374,5,29,92
365,0,0,118,369,0,27,104
0,0,465,0,377,0,25,98
0,14,56,260,372,0,36,92
0,0,271,0,367,13,47,99
130,345,0,24,362,5,45,93
0,0,471,0,370,0,43,87
270,0,0,0,365,0,54,81
391,90,0,0,373,0,52,75
0,466,0,0,381,0,50,69
340,0,82,0,376,13,48,63
91,52,0,203,392,5,46,57
65,71,22,0,405,0,44,51
0,0,415,0,413,0,42,45
0,406,52,0,408,0,53,39
